Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
8345.4	8345.7	0	2000
8349.5	8350.8	0	2000
8359.5	8360.2	0	2000
8373	8373.7	0	2000
8387.9	8389.6	0	2000
8443.1	8444.2	0	2000
8469.1	8469.6	0	2000
8472.7	8473.3	0	2000
8475.7	8476.5	0	2000
8480.4	8480.8	0	2000
8484.6	8485.2	0	2000
8488.7	8490.2	0	2000
8493.2	8494.2	0	2000
8500.9	8501.8	0	2000
8504.7	8505.3	0	2000
8508.5	8509.1	0	2000
8510	8510.8	0	2000
8512.1	8512.5	0	2000
8514.7	8515.5	0	2000
8518.5	8519.2	0	2000
8522.6	8523.6	0	2000
8526.4	8527.3	0	2000
8530.4	8532.7	0	2000
8534.7	8537	0	2000
8539	8540.3	0	2000
8540.7	8541.8	0	2000
8545	8546	0	2000
8553	8553.7	0	2000
8556.2	8557.8	0	2000
8560	8561.5	0	2000
8562.7	8562.8	0	2000
8566.5	8567.5	0	2000
8574.4	8575.1	0	2000
8577.9	8580.2	0	2000
8584.2	8584.3	0	2000
8584.5	8585.2	0	2000
8585.5	8585.6	0	2000
8586	8586.1	0	2000
8601.7	8603.2	0	2000
8617.4	8618.2	0	2000
8649.5	8650.7	0	2000
8665.6	8667	0	2000
8687.6	8688.2	0	2000
8708.9	8709.6	0	2000
8728.7	8728.8	0	2000
8729.2	8729.6	0	2000
8747.5	8748.6	0	2000
8766.2	8768.1	0	2000
8786.9	8787.6	0	2000
8804.5	8805	0	2000
8805.1	8806.3	0	2000
8825	8826.8	0	2000
8829.4	8829.5	0	2000
8845.4	8846.1	0	2000
8861.7	8862.7	0	2000
8869.1	8870.1	0	2000
8873.2	8874	0	2000
8874.6	8875.3	0	2000
8878	8878.6	0	2000
8879	8880	0	2000
8882.5	8882.6	0	2000
8883.7	8884.5	0	2000
8887	8888.2	0	2000
8891	8892	0	2000
8898.7	8899.8	0	2000
8902.2	8904.5	0	2000
8905.9	8907	0	2000
8907.6	8908.6	0	2000
8909.1	8909.3	0	2000
8909.9	8911.3	0	2000
8918.2	8919	0	2000
8921.5	8922.3	0	2000
8928.6	8929.5	0	2000
8931.4	8932	0	2000
8934.7	8936	0	2000
8937	8938	0	2000
8942.4	8943.7	0	2000
8945.9	8947.8	0	2000
8948.9	8949.6	0	2000
8950.6	8951.7	0	2000
8952.2	8952.5	0	2000
8952.9	8953.2	0	2000
8953.9	8954	0	2000
8955.5	8958.1	0	2000
8969.5	8970.6	0	2000
8973.1	8973.3	0	2000
8973.5	8974.2	0	2000
8976.7	8979.8	0	2000
8981.4	8982.8	0	2000
8984	8984.6	0	2000
8987.2	8988.5	0	2000
8995.4	8996.1	0	2000
8998.4	9000	0	2000
9002.5	9003.7	0	2000
9005.9	9006.5	0	2000
9009.2	9010.7	0	2000
9013.1	9014.7	0	2000
9016.6	9018	0	2000
9019.6	9021.3	0	2000
9021.9	9023	0	2000
9024.7	9026.6	0	2000
9029.5	9029.8	0	2000
9033.1	9033.6	0	2000
9037	9037.6	0	2000
9040.4	9043.5	0	2000
9048.2	9049.1	0	2000
9054.7	9055.2	0	2000
9058.6	9061.3	0	2000
9075.4	9076.2	0	2000
9080.1	9080.5	0	2000
9093.4	9093.5	0	2000
9096.2	9097.1	0	2000
9200.1	9200.8	0	2000
9234	9234.6	0	2000
9237.1	9237.2	0	2000
9237.6	9237.8	0	2000
9238.4	9238.7	0	2000
9251.2	9251.6	0	2000
9269.7	9270	0	2000
9393.5	9393.6	0	2000
9393.7	9394	0	2000
9399	9399.2	0	2000
9441.6	9442.2	0	2000
9465.1	9465.3	0	2000
9467.2	9467.6	0	2000
9474.4	9475.1	0	2000
9508.5	9509.6	0	2000
9514.5	9515.2	0	2000
9561.5	9563.3	0	2000
9578.1	9578.7	0	2000
9610.9	9611.1	0	2000
9651.9	9652	0	2000
9683.5	9683.6	0	2000
9683.9	9684.5	0	2000
9684.9	9685	0	2000
9728.4	9728.5	0	2000
9817.7	9817.8	0	2000
9856.5	9857.7	0	2000
9876	9876.6	0	2000
9919.4	9920.6	0	2000
10061.2	10061.8	0	2000
10078.7	10079	0	2000
10079.2	10079.5	0	2000
10082.4	10082.5	0	2000
10091.1	10091.5	0	2000
10144.5	10144.7	0	2000
10145.1	10145.2	0	2000
10160.4	10161.5	0	2000
10163.9	10164.8	0	2000
10258.1	10258.6	0	2000
10259.7	10260.5	0	2000
10264.7	10264.8	0	2000
10268.5	10269	0	2000
10275.5	10275.6	0	2000
10275.7	10276.6	0	2000
10276.7	10276.8	0	2000
10303.1	10303.8	0	2000
10326.1	10326.6	0	2000
10331.4	10331.8	0	2000
10339.9	10340	0	2000
10353.5	10354.1	0	2000
10358.1	10359.1	0	2000
10362.2	10363.2	0	2000
10430.1	10430.8	0	2000
10434.9	10435.7	0	2000
10474.2	10475.1	0	2000
10490.5	10491	0	2000
10502.2	10503	0	2000
10528	10528.7	0	2000
10549	10550	0	2000
10553.1	10554	0	2000
10559.9	10560.8	0	2000
10564.9	10566	0	2000
10598.7	10598.8	0	2000
10599	10599.2	0	2000
10657.1	10657.3	0	2000
10671.2	10672.6	0	2000
10676.1	10677	0	2000
