Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
7894.6	7895.9	0	2000
7898.8	7900.1	0	2000
7903.6	7904.7	0	2000
7907	7908.1	0	2000
7915	7916.7	0	2000
7919.3	7921.2	0	2000
7923.6	7925.6	0	2000
7928.1	7929.2	0	2000
7935.6	7937.2	0	2000
7939.8	7940.9	0	2000
7944.1	7945.2	0	2000
7945.8	7947.1	0	2000
7955.5	7956.9	0	2000
7957.5	7958.7	0	2000
7961.5	7962.6	0	2000
7977.8	7979.1	0	2000
7981.1	7983.2	0	2000
7986.6	7987.7	0	2000
7999.3	8000.4	0	2000
8002	8003.1	0	2000
8022.1	8024.1	0	2000
8049.3	8050.7	0	2000
8071.5	8072.6	0	2000
8074.5	8077.4	0	2000
8082	8083.1	0	2000
8086.5	8087.6	0	2000
8091.8	8094.7	0	2000
8109.8	8113.4	0	2000
8121.6	8122.7	0	2000
8128.8	8130.9	0	2000
8136.6	8138.2	0	2000
8141.3	8142.9	0	2000
8144.3	8148.2	0	2000
8148.5	8152.2	0	2000
8155.1	8156.6	0	2000
8162.5	8164.1	0	2000
8165.1	8169.2	0	2000
8169.6	8173.7	0	2000
8175.1	8177.1	0	2000
8177.3	8180.2	0	2000
8183	8184.4	0	2000
8187	8188.1	0	2000
8190.3	8193.2	0	2000
8194.7	8196.2	0	2000
8196.5	8197.8	0	2000
8198.9	8201.3	0	2000
8201.7	8203	0	2000
8212.4	8214.3	0	2000
8215.2	8217.1	0	2000
8218	8219.2	0	2000
8219.4	8223.8	0	2000
8226.2	8227.3	0	2000
8227.9	8229	0	2000
8234	8235.3	0	2000
8237.1	8238.5	0	2000
8238.7	8241	0	2000
8241.2	8245.2	0	2000
8247.4	8248.7	0	2000
8254.9	8256.5	0	2000
8257.9	8261.8	0	2000
8262.4	8270.3	0	2000
8272.6	8273.7	0	2000
8280.9	8282.2	0	2000
8284.4	8286.2	0	2000
8288.1	8291.3	0	2000
8293.4	8297.1	0	2000
8310.5	8314.8	0	2000
8319.2	8320.3	0	2000
8328.9	8331.2	0	2000
8344.9	8346	0	2000
8347.9	8349	0	2000
8349.1	8351.3	0	2000
8359	8360.3	0	2000
8360.6	8361.7	0	2000
8372.7	8374.2	0	2000
8387.6	8390.2	0	2000
8392.6	8393.8	0	2000
8395.4	8396.5	0	2000
8406.6	8407.7	0	2000
8409.1	8410.2	0	2000
8442.6	8443.7	0	2000
8447.9	8449	0	2000
8449.2	8450.3	0	2000
8466.5	8467.6	0	2000
8468.4	8470.3	0	2000
8472.6	8473.7	0	2000
8475.4	8476.8	0	2000
8479.4	8481.8	0	2000
8484.1	8485.6	0	2000
8488	8490.6	0	2000
8493	8494.6	0	2000
8496.1	8497.2	0	2000
8500.4	8502.2	0	2000
8504.2	8506.7	0	2000
8508	8511.3	0	2000
8511.5	8516	0	2000
8517.7	8519.3	0	2000
8521.7	8524.1	0	2000
8525.6	8527.8	0	2000
8529.9	8533.6	0	2000
8534	8538.2	0	2000
8538.6	8542.5	0	2000
8544.4	8546.3	0	2000
8552.5	8554.2	0	2000
8556	8558.8	0	2000
8559.9	8564.3	0	2000
8566.1	8567.8	0	2000
8570.5	8571.6	0	2000
8573.9	8575.5	0	2000
8577.4	8580.8	0	2000
8582.9	8585.7	0	2000
8591.6	8592.7	0	2000
8601.6	8603.6	0	2000
8605.1	8606.2	0	2000
8614.6	8615.7	0	2000
8617.1	8618.5	0	2000
8627.4	8628.5	0	2000
8649.1	8651	0	2000
8653.5	8654.6	0	2000
8656.5	8657.6	0	2000
8664.1	8667.3	0	2000
8687.5	8688.7	0	2000
8703.6	8704.7	0	2000
8708.4	8710	0	2000
8720	8721.1	0	2000
8728	8729.6	0	2000
8742.7	8743.8	0	2000
8747	8749.3	0	2000
8766	8768.5	0	2000
8770.9	8772	0	2000
8786.5	8787.8	0	2000
8804.1	8806.8	0	2000
8809.2	8810.3	0	2000
8824.7	8826.6	0	2000
8828.6	8829.7	0	2000
8835	8836.1	0	2000
8843.9	8846.6	0	2000
8848.9	8850	0	2000
8861.5	8863.6	0	2000
8868.7	8870.6	0	2000
8872.7	8875.8	0	2000
8877.4	8880.3	0	2000
8882.1	8884.8	0	2000
8885.7	8889.1	0	2000
8890.9	8892.3	0	2000
8895.2	8896.3	0	2000
8898.4	8900.2	0	2000
8902.1	8904.8	0	2000
8905.9	8908.7	0	2000
8909	8911.8	0	2000
8918	8919.1	0	2000
8921.2	8922.7	0	2000
8923.7	8924.8	0	2000
8925.2	8927.3	0	2000
8928.4	8929.7	0	2000
8930.9	8932.5	0	2000
8934.2	8936.5	0	2000
8936.7	8937.8	0	2000
8938.7	8941	0	2000
8942	8944.3	0	2000
8945.5	8948.3	0	2000
8948.5	8950	0	2000
8950.1	8954.2	0	2000
8955.1	8958.6	0	2000
8959.6	8960.7	0	2000
8966.1	8967.2	0	2000
8967.6	8968.7	0	2000
8969.1	8970.8	0	2000
8973.5	8974.8	0	2000
8976.4	8980.3	0	2000
8980.9	8985	0	2000
8986.9	8988.5	0	2000
8994	8996.6	0	2000
8997.7	9001.8	0	2000
9002.1	9006.8	0	2000
9007.7	9012.3	0	2000
9012.6	9014.7	0	2000
9016.4	9018.2	0	2000
9019.5	9023.3	0	2000
9024.6	9027.1	0	2000
9029	9030.6	0	2000
9036.4	9038.1	0	2000
9040.4	9044.1	0	2000
9046	9047.1	0	2000
9047.9	9049.3	0	2000
9054.2	9055.8	0	2000
9058.2	9061.8	0	2000
9074.9	9076.7	0	2000
9079.9	9081.2	0	2000
9082.2	9083.3	0	2000
9087	9088.2	0	2000
9093.1	9094.5	0	2000
9095.9	9097.3	0	2000
9102	9103.1	0	2000
9108.6	9109.7	0	2000
9112	9113.1	0	2000
9140.9	9142	0	2000
9146.2	9147.8	0	2000
9150.4	9151.5	0	2000
9157.7	9158.8	0	2000
9164.7	9166.1	0	2000
9170.2	9171.3	0	2000
9186.7	9187.8	0	2000
9190.4	9191.5	0	2000
9195.1	9196.7	0	2000
9199.7	9200.8	0	2000
9214.1	9215.7	0	2000
9218.9	9220	0	2000
9233.4	9235.2	0	2000
9236.7	9239.3	0	2000
9246.2	9247.3	0	2000
9247.9	9249	0	2000
9251.1	9252.2	0	2000
9252.9	9254	0	2000
9254.7	9255.8	0	2000
9261.5	9262.6	0	2000
9262.9	9264	0	2000
9268.9	9270.8	0	2000
9271.9	9273	0	2000
9277.5	9279.2	0	2000
9281.6	9282.7	0	2000
9283.2	9284.3	0	2000
9294	9295.2	0	2000
9306.4	9307.5	0	2000
9307.7	9309	0	2000
9319.4	9320.5	0	2000
9322.2	9323.3	0	2000
9341.1	9342.2	0	2000
9343.7	9344.8	0	2000
9358	9360.2	0	2000
9385.2	9386.3	0	2000
9390.9	9392	0	2000
9392.9	9395.3	0	2000
9408.9	9410	0	2000
9427.1	9428.3	0	2000
9437.2	9438.3	0	2000
9448.4	9449.5	0	2000
9452.6	9454.2	0	2000
9458	9459.1	0	2000
9461.4	9462.5	0	2000
9464.2	9465.6	0	2000
9466.5	9468.2	0	2000
9470	9471.2	0	2000
9478.5	9479.6	0	2000
9482.1	9483.3	0	2000
9488.4	9489.8	0	2000
9490.7	9491.8	0	2000
9492.7	9494.2	0	2000
9495.6	9496.7	0	2000
9508.1	9509.6	0	2000
9516.2	9517.6	0	2000
9520.5	9521.6	0	2000
9523.4	9524.5	0	2000
9525.7	9526.8	0	2000
9551.7	9552.8	0	2000
9560.9	9563.1	0	2000
9577.4	9578.5	0	2000
9581.9	9583	0	2000
9591.7	9593	0	2000
9593.7	9594.8	0	2000
9595.7	9596.8	0	2000
9597.6	9598.8	0	2000
9603.7	9604.8	0	2000
9610.1	9611.3	0	2000
9672.2	9673.3	0	2000
9682.5	9685	0	2000
9685.6	9686.7	0	2000
9720.5	9721.6	0	2000
9723.4	9724.5	0	2000
9726	9727.1	0	2000
9728	9729.2	0	2000
9731.2	9732.3	0	2000
9739.5	9741	0	2000
9742.5	9743.6	0	2000
9744	9745.1	0	2000
9754.7	9755.8	0	2000
9758.4	9759.7	0	2000
9773.6	9774.7	0	2000
9785.2	9787.5	0	2000
9787.7	9789.2	0	2000
9796.6	9797.7	0	2000
9814.2	9815.3	0	2000
9817.4	9818.8	0	2000
9835.2	9836.3	0	2000
9852.5	9853.6	0	2000
9854.7	9855.8	0	2000
9856.2	9858.3	0	2000
9861.7	9862.8	0	2000
9875.5	9877.1	0	2000
9879	9880.3	0	2000
9880.5	9881.6	0	2000
9885.7	9886.8	0	2000
9914.4	9915.5	0	2000
9919.2	9920.8	0	2000
9957.6	9958.7	0	2000
9959.1	9960.2	0	2000
9970	9971.1	0	2000
9981.2	9982.3	0	2000
10042.2	10043.3	0	2000
10047	10048.6	0	2000
10051.6	10052.7	0	2000
10056.2	10057.3	0	2000
10059.6	10060.8	0	2000
10061	10062.1	0	2000
10090.6	10092.1	0	2000
10095.4	10096.7	0	2000
10109	10110.1	0	2000
10123.1	10124.5	0	2000
10124.7	10125.8	0	2000
10130.5	10131.6	0	2000
10134	10135.1	0	2000
10136.9	10138.1	0	2000
10139.6	10142	0	2000
10143.7	10146.1	0	2000
10148.5	10149.6	0	2000
10156.2	10157.5	0	2000
10160.6	10162	0	2000
10165.5	10166.6	0	2000
10183.4	10184.8	0	2000
10189.4	10190.5	0	2000
10191.5	10192.6	0	2000
10199	10200.1	0	2000
10201.5	10203.5	0	2000
10209.6	10210.7	0	2000
10233.5	10234.6	0	2000
10243.1	10244.2	0	2000
10250	10251.1	0	2000
10254.6	10256.1	0	2000
10257.5	10260.8	0	2000
10261.6	10262.7	0	2000
10262.9	10265.8	0	2000
10266.9	10268	0	2000
10268.9	10270	0	2000
10272.6	10273.7	0	2000
10275.4	10277.1	0	2000
10280.6	10281.7	0	2000
10302.6	10304.1	0	2000
10315.1	10316.2	0	2000
10325.6	10326.8	0	2000
10330.7	10331.8	0	2000
10339.2	10340.3	0	2000
10353.1	10354.5	0	2000
10357.7	10359.6	0	2000
10362.1	10363.2	0	2000
10370.1	10371.2	0	2000
10374.1	10375.2	0	2000
10418.2	10419.3	0	2000
10419.5	10420.7	0	2000
10422.2	10423.3	0	2000
10425	10426.1	0	2000
10429.7	10431	0	2000
10434.7	10435.8	0	2000
10438.5	10440.3	0	2000
10455	10456.1	0	2000
10462.7	10463.8	0	2000
10467.4	10468.5	0	2000
10473.9	10475.1	0	2000
10477.9	10479.2	0	2000
10481.2	10482.3	0	2000
10485.7	10486.8	0	2000
10489.9	10491.3	0	2000
10494.4	10495.6	0	2000
10502.1	10503.2	0	2000
10505.6	10507	0	2000
10509.1	10510.3	0	2000
10510.9	10512	0	2000
10513.6	10514.8	0	2000
10515.2	10516.5	0	2000
10518.1	10519.2	0	2000
10519.4	10520.6	0	2000
10527.9	10529.2	0	2000
10531.6	10532.7	0	2000
10538.6	10539.7	0	2000
10544.4	10545.7	0	2000
10547.7	10550	0	2000
10553	10554.3	0	2000
10557.6	10558.8	0	2000
10559.5	10561	0	2000
10562.9	10564	0	2000
10564.5	10566.6	0	2000
10569.7	10570.8	0	2000
10580.1	10581.2	0	2000
10582.2	10583.3	0	2000
10588.4	10589.7	0	2000
10598.1	10599.2	0	2000
10607.6	10608.7	0	2000
10627.7	10628.8	0	2000
10646.4	10647.6	0	2000
10656.5	10658.2	0	2000
10670.5	10672.8	0	2000
10675.5	10677	0	2000
10685	10686.1	0	2000
10715.6	10716.7	0	2000
10721.6	10722.7	0	2000
10724.6	10725.7	0	2000
10764.6	10765.7	0	2000
10769.4	10770.5	0	2000
10782.4	10784.1	0	2000
10784.2	10785.3	0	2000
10790.1	10791.8	0	2000
